ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Total,FullName,AlterEgos,Aliases,PlaceOfBirth,FirstAppearance,Publisher,Alignment,Gender,Race,Height_cm,Weight_kg,EyeColor,HairColor,Occupation,Base,GroupAffiliation,Relatives,ImageURL
580,Scorpia,38,28,42,28,34,28,198,Elaine Coll,,,,Spider-Man: Power of Terror limited series #2 (1995),Marvel Comics,Bad,Female,,0,0,Green,Red,Professional criminal,,"Hells Kitchen Mob; formerly Sinister Seven, allied with Silvermane","Vincent Coll (grandfather, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg
581,Scorpion,50,52,60,85,49,80,376,MacDonald Gargan,Venom III,Venom; Spider-Man,,Amazing Spider-Man #19 (1964),Marvel Comics,Bad,Male,Human,211,310,Brown,Brown,"U.S. government agent; former professional criminal, assassin, private detective",,"Avengers (Osborn's team); formerly Thunderbolts, Masters of Evil, ""Spider-Man Revenge League""; Sinister Twelve; formerly partners with Mister Hyde and Delilah",,https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg
582,Sebastian Shaw,63,85,12,95,36,56,347,Sebastian Hiram Shaw,,,,,Marvel Comics,Bad,Male,Mutant,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg
583,Sentry,75,100,100,84,100,40,499,Robert Reynolds,,Void; Bob; Golden Guardian of Good; John Victor Williams; Scout,,"Sentry #1 (September, 2000)",Marvel Comics,Neutral,Male,Mutant,188,87,Blue,Blond,,"The Watchtower (on top of Stark Tower, where it was formerly located before all memory of him disappeared)","Formerly Horsemen of Death, Osborn's Avengers, Mighty Avengers, New Avengers, partner of Scout","Lindy Reynolds (wife, deceased), Mrs. Reynolds (mother)",https://www.superherodb.com/pictures2/portraits/10/100/447.jpg
584,Shadow King,75,12,27,100,100,75,389,Amahl Farouk,,Professor X; Ananasi; Amahl Farouk; Evil One; Master of the Games; he also impersonated the following mind-controlled subjects (in chronological order): Alexander Flynn; Karma; Cypher; Jacob Reisz; Donald Pierce and probably others,,X-Men #117 (1979),Marvel Comics,Good,,,185,149,Red,,,"The Astral Plane; Formerly Cairo, Egypt.",Shadow Mob; former head of the Gladiators and the Cairo�s Thieves Quarter,,https://www.superherodb.com/pictures2/portraits/10/100/121.jpg
585,Shadow Lass,63,10,67,20,79,80,319,Tasmia Mallor,,,Talok VIII,Adventure Comics #365,DC Comics,Good,Female,Talokite,173,54,Black,Black,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg
586,Shadowcat,88,8,21,25,69,70,281,Kitty Pryde,,Kitty Pryde; Ariel; Sprite; Cat,"Deerfield, Illinois","X-Men #129 (January, 1980)",Marvel Comics,Good,Female,Mutant,168,50,Hazel,Brown,"Teacher, Adventurer, former student","Xavier Insitute for Higher Learning, Salem Center, New York, formerly Muir Island off the coast of Scotland, formerly Excalibur's Lighthouse, formerly Braddock Manor, England","X-Men (New Charles Xavier School member), X-Men (Past) (tutor); formerly X-Men, Murder Circus (brainwashed), Lights (liaison), Paladins Squad, S.H.I.E.L.D., Gladiators, Excalibur (founding member), New Mutants, Knights of Wundagore","Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/122.jpg
587,Shang-Chi,63,12,30,50,29,100,284,Shang-Chi,,The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr),,"Special Marvel Edition #15 (December, 1973)",Marvel Comics,Good,Male,Human,178,79,Brown,Black,,,"MI-5, MI-6, ""Marvel Knights"", Heroes For Hire, Freelance Restorations, Si-Fan, Secret Avengers","Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/454.jpg
588,Shatterstar,63,48,45,64,49,84,353,Gaveedra Seven,,Benjamin Russell,Mojoworld,New Mutants #99,Marvel Comics,Good,Male,,191,88,Brown,Red,Warrior,,"X-Force, Blood Cadre Alliance (former member)","Longshot (father), Dazzler (mother), Mojo V",https://www.superherodb.com/pictures2/portraits/10/100/124.jpg
589,She-Hulk,81,100,42,100,40,70,433,Jennifer Walters,,Jade Giantess,"Los Angeles, California",She-Hulk (Vol. 1) #1,Marvel Comics,Good,Female,Human,201,315,Green,Green,"Lawyer, Magistra of the Living Tribunal","Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza","Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers, Fantastic Four, Heroes for Hire","Bruce Banner (Hulk, cousin)",https://www.superherodb.com/pictures2/portraits/10/100/125.jpg
590,She-Thing,69,72,21,80,23,65,330,Sharon Ventura,Ms Marvel II,Thing; Ms Marvel,,Thing #27,Marvel Comics,Good,Female,Human / Radiation,183,153,Blue,No Hair,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",,"Frightful Four; formerly Fantastic Four, Unlimited Class Wrestling Federation, Thunderiders","Jack Ventura (father, deceased), Mrs. Ventura (mother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/461.jpg
591,Shocker,63,10,23,70,79,56,301,Herman Schultz,,,,Amazing Spider-Man #46,Marvel Comics,Bad,Male,Human,175,79,Brown,Brown,"Professional thief, hired assassin","New York City, New York","Formerly Masters of Evil, Sinister Syndicate, Sinister Seven, Sinister Twelve",Mr. & Mrs. Schultz (parents),https://www.superherodb.com/pictures2/portraits/10/100/19.jpg
592,Shriek,50,10,23,28,45,42,198,Frances Louise Barrison,,Sandra Deel,,,Marvel Comics,Good,Female,,173,52,Yellow / Blue,Black,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",,Formerly Carnage Family,"Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet)",https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg
593,Shrinking Violet,,,,,,,,,,,,,DC Comics,Good,Female,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg
594,Sif,63,90,67,80,100,70,470,Sif,,Lady Sif; Erika Velez; Mrs. Chambers; Sybil,,"Journey into Mystery #102 (March, 1964)",Marvel Comics,Good,Female,Asgardian,188,191,Blue,Black,,Broxton/Asgard; Formerly New York City,The Gods of Asgard,Heimdall (brother),https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg
595,Silk,75,48,71,70,71,65,400,Cindy Moon,,,,Amazing Spider-Man Vol 3 #4,Marvel Comics,Good,Female,Human,0,0,Brown,Black,"Vigilante, intern at Fact Channel News, adventurer; former student","Sims Tower, Times Square, Manhattan, New York City, New York; formerly Sims Tower, Times Square, Manhattan, New York City, New York, Earth-3145; Central Park, Manhattan, New York City, New York, Earth-13","Black Cat's Gang, Fact Channel News; formerly Spider-Army, partner of Spider-Man, Ezekiel Sims","Albert Moon. Sr. (father, estranged), unnamed mother (estranged), Albert Moon, Jr. (brother, estranged), Spider-Man (Peter Parker, bit by same spider)",https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg
596,Silk Spectre,,,,,,,,Sally Juspeczyk,,Sally Jupiter,,,DC Comics,Good,Female,,0,0,,,,,"Watchmen, Minutemen",Silk Spectre II (daughter),https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg
597,Silk Spectre II,,51,,,,,,Laurie Juspeczyk,,,,,DC Comics,Good,Female,,0,0,,,,,Watchmen,Silk Spectre I (mother),https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg
598,Silver Surfer,56,100,100,90,100,32,478,Norrin Radd,,,Zenn-La,"Fantastic Four, Vol. 1 #48",Marvel Comics,Good,Male,Alien,193,101,White,No Hair,"Adventurer, formerly Galactus' Herald",mobile throughout the universe,"Former member of Defenders, former member of the Star Masters","Jartran Radd (father, deceased), Elmar Radd (mother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/127.jpg
599,Silverclaw,50,28,35,42,34,42,231,Maria de Guadalupe Santiago,,"La Garra Argentado; Daughter of the Volcano God,","The village of Kamekeri, Costa Verde",Avengers #8 (1998),Marvel Comics,Good,Female,,157,50,Brown,Black,"University student, adventurer","Empire State University and Avengers Mansion, New York City, NY","The Secret Avengers, formerly reserve member of the Avengers","Jaime Santiago (father), Peliali (mother), Edwin Jarvis (""uncle"")",https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg
600,Simon Baz,56,90,42,55,100,60,403,Simoon Baz,,Green Lantern; White Lantern,"Dearborn, Michigan","The New 52: FCBD Special Edition #1 (June, 2012)",DC Comics,Good,Male,Human,0,0,Bown,Black,,,,"Sira Baz (sister), Farid Amar (nephew), Nazir Amar (brother in-law)",https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg
601,Sinestro,75,85,53,64,100,55,432,Thaal Sinestro,,Green Lantern; White Lantern; Yellow Lantern; Parallax; Indigo Lantern,"Korugar City, Korugar",Green Lantern Vol 2 #7,DC Comics,Neutral,Male,Korugaran,201,92,Black,Black,,"Ranx, Warworld. formerly New Korugar, Qward, Oa","Sinestro Corps, formerly Green Lantern Corps, Secret Society, Injustice League","Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)",https://www.superherodb.com/pictures2/portraits/10/100/781.jpg
602,Siren,56,62,79,60,92,60,409,Hila,,,,"Aquaman #22 (August, 1965)",DC Comics,Bad,Female,Atlantean,175,72,Blue,Purple,,formely Atlantis,,"Mera (twin sister), Aquaman (brother-in-law)",https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg
603,Siren II,,,,,,,,La Sirene la Bailene,,,Atlantis,The Titans #5 (1999),DC Comics,Bad,Female,,0,0,Black,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg
604,Siryn,38,8,47,28,50,42,213,Theresa Rourke Cassidy,,Theresa Rourke,"Cassidy Keep, County Mayo, Ireland",Spider-Woman (first series) #37,Marvel Comics,Bad,Female,,168,52,Blue,Strawberry Blond,(current) Adventurer (former) Professional Criminal,,"(Current) X-Factor (former) Ally of Black Tom and the Juggernaut, Fallen Angels, X-Force","Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/833.jpg
605,Skaar,50,85,27,90,69,85,406,,,Savior; Son of Hulk; WorldBreaker; Long Hair; Little Monster; Conan,Sakaar,"World War Hulk #5, 2007",Marvel Comics,Good,Male,,198,180,Green,Black,Warrior,,,"Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)",https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg
606,Snake-Eyes,,,,,,,,,,Xanthian Boulder Crusher,,"Marvel Team-Up Annual Vol 1 #7 October, 1984",Marvel Comics,Bad,Male,Animal,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg
607,Snowbird,50,32,27,42,70,52,273,Narya,,Anne McKenzie-Thompson,"Near Resolute Bay, Northwest Territories, Canada",Uncanny X-Men #120,Marvel Comics,Good,Female,,178,49,White,Blond,"Goddess, adventurer, former records officer",formerly Department H,"God Squad; formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight","Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)",https://www.superherodb.com/pictures2/portraits/10/100/130.jpg
608,Sobek,50,34,23,46,20,56,229,Yurrd the Unknown,,Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine,Nile River; Bioengineered at Oolong Island,52 Week Twenty-Six,DC Comics,Good,Male,,0,0,White,No Hair,,Kahndaq,"Black Marvel Family, Four Horsemen",,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg
609,Solomon Grundy,9,93,13,100,92,30,337,Cyrus Gold,,Marshland Monster,Gotham City,"All-American Comics #61 (October, 1944)",DC Comics,Bad,Male,Zombie,279,437,Black,White,,,"Formerly, Injustice Society, Injustice League, the Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps","Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",https://www.superherodb.com/pictures2/portraits/10/100/782.jpg
610,Songbird,75,36,27,42,55,56,291,Melissa Joan Gold,,Screaming Mimi; Mimi Schwartz; Margie Green,"Shoshoni, Wyoming",,Marvel Comics,Good,Female,,165,65,Green,Red / White,Adventurer; former criminal and wrestler,,"Formerly Thunderbolts, Masters of Evil, Unlimited Class Wrestling Federation, Grapplers","Mimi Gold (mother), Mr. Gold (father)",https://www.superherodb.com/pictures2/portraits/10/100/131.jpg
611,Space Ghost,38,18,33,40,95,80,304,Thaddeus Bach,,Ted Ghostel; Tad Ghostal,,Space Ghost (1966),DC Comics,Good,Male,Human,188,113,,,,,Galactic Heroes,,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg
612,Spawn,75,60,50,90,100,95,470,Al Simmons,,The One; Hellspawn,"Detroit, Michigan (8th level of Hell after rebirth)","Spawn #1 (May, 1992)",Image Comics,Good,Male,Demon,211,405,Brown,Black,,Hell,"Eighth Circle of Hell; formerly (as Al Simmons) CIA (U.S. Security Service), U.S. Secret Service, U.S. Marine Corps","Wanda (widow), Cyan (widow's daughter)",https://www.superherodb.com/pictures2/portraits/10/100/842.jpg
613,Spectre,88,100,100,100,100,70,558,Aztar,Aztar,Spirit of Vengeance; Wrath of God; Spirit of Redemption; Raguel; James Corrigan; Hal Jordan; Cripus Allen,,"More Fun Comics #52 (February, 1940)",DC Comics,Good,Male,God / Eternal,0,0,White,No Hair,,,,,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg
614,Speedball,,,,,,,,Robert Baldwin,Penance II,Penance; Masked Marvel,"Springdale, Connecticut","Amazing Spider-Man Annual #22, (chronologically) Speedball #1",Marvel Comics,Good,Male,,0,0,,,"Student, superhero",Mobile; formerly New Warriors Headquarters,New Warriors,"Maddie Baldwin (mother), Justin Baldwin (father)",https://www.superherodb.com/pictures2/portraits/10/100/132.jpg
615,Speedy,50,6,33,20,26,70,205,Thea Queen,,Thea Merlyn; Mia; Red Arrow,Starling City,"Arrow (TV Series) - ""Pilot""",DC Comics,Good,Female,Human,0,0,Green,Brown,Nightclub Owner,,Team Arrow,"Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)",https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg
616,Speedy,,,,,,,,"Roy William Harper, Jr.",Arsenal,,,,DC Comics,Good,Male,Human,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg
617,Spider-Carnage,,69,,,,,,Benjamin Reilly,Scarlet Spider,,,,Marvel Comics,Bad,Male,Symbiote,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg
618,Spider-Girl,63,38,60,65,53,75,354,May 'Mayday' Parker,,,"New York City, New York","What If? Vol 2 #105 (February, 1998)",Marvel Comics,Good,Female,Human,170,54,Blue,Brown,,"New York City, New York",,,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg
619,Spider-Gwen,75,55,63,70,66,70,399,Gwen Stacy,,Spider-Woman,,Edge of Spider-Verse #2,Marvel Comics,Good,Female,Human,165,56,Blue,Blond,,,"Warriors of the Great Web; formerly Mary Janes, Spider-Army","George Stacy (father), Helen Stacy (mother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg
620,Spider-Man,90,55,67,75,74,85,446,Peter Parker,,Spiderman; Bag-Man; Black Marvel; Captain Universe; Dusk; Green Hood; Hornet; Mad Dog 336; Peter Palmer; Prodigy; Ricochet; Scarlet Spider; Spider-Boy; Spider-Hulk; Spider-Morphosis,"New York, New York",Amazing Fantasy #15,Marvel Comics,Good,Male,Human,178,74,Hazel,Brown,"Freelance photographer, teacher","New York, New York","Member of the Avengers, formerly member of Outlaws, alternate Fantastic Four","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)",https://www.superherodb.com/pictures2/portraits/10/100/133.jpg
621,Spider-Man,,57,,,,,,Miguel O'Hara,,Spider-Man 2099; Spiderman,,"Amazing Spider-Man #365 (August, 1992)",Marvel Comics,Good,,Human,178,77,Red,Brown,"CEO of Alchemax Corporation, Executive Assistant",,,,https://www.superherodb.com/pictures2/portraits/10/100/479.jpg
622,Spider-Man,,58,,,,,,Miles Morales,,Spiderman,,"Ultimate Comics Fallout #4 (October, 2011)",Marvel Comics,Good,Male,Human,157,56,Brown,Black,"Student, adventurer, vigilante",,,,https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg
623,Spider-Woman,56,42,42,60,68,70,338,Jessica Drew,,Arachne; Ariadne Hyde; Dark Angel; Dark Angel of San Francisco,"London, England","Marvel Spotlight #32 (February, 1977)",Marvel Comics,Good,Female,Human,178,59,Green,Black,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",,Former agent of HYDRA,"Jonathan (father, deceased), Merriem (mother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/481.jpg
624,Spider-Woman II,,,,,,,,,,,,,Marvel Comics,Good,Female,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg
625,Spider-Woman III,50,48,27,42,60,28,255,Martha Franklin,,,"Rochester, New York",(cameo) Spectacular Spider-Man #263 (1998); (full) Amazing Spider-Man #441 (1998),Marvel Comics,Good,Female,,173,55,Brown,Brown,,,Formerly Gathering of the Five,"Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",https://www.superherodb.com/pictures2/portraits/10/100/482.jpg
626,Spider-Woman IV,,,,,,,,Charlotte Witter,,Spider-Woman,,Amazing Spider-Man Volume 2 #5 (# 446),Marvel Comics,Bad,Female,,178,58,Red,White,"Fashion designer, professional criminal",New York City,,"Cassandra Webb (aka Madame Web, grandmother)",https://www.superherodb.com/pictures2/portraits/10/100/883.jpg
627,Spock,81,18,17,40,56,40,252,S'chn T'gai Spock,,,,Star Trek S01E01: The Man Trap,Star Trek,Good,Male,Human-Vulcan,185,81,Brown,Black,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg
628,Spyke,50,12,17,60,48,30,217,Evan Daniels,,Porcupine; Armadillo,,"""Speed & Spyke"" (December 9, 2000)",Marvel Comics,Good,Male,Mutant,183,83,Brown,Blond,,,Morlocks; Formerly: X-Men,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg
629,Stacy X,,,,,,,,,,,,,Marvel Comics,Good,Female,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg
630,Star-Lord,69,20,33,50,25,70,267,Peter Jason Quill,,Starlord,,"Marvel Preview #4 (January, 1976)",Marvel Comics,Good,Male,Human-Spartoi,188,79,Blue,Blond,Adventurer; Royal Prince of Spartax,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5","Guardians of the Galaxy (leader); formerly unnamed commando team, United Front, Imperial Guard, partner of Ship, NASA","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg
631,Stardust,88,85,100,110,100,85,568,,,Entity Lambda-Zero,,,Marvel Comics,Good,Male,,0,0,,,Herald of Galactus,,Heralds of Galactus ; Formerly United Front,,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg
632,Starfire,50,80,33,85,59,70,377,Koriand'r,,Princess Koriand'r; Kory Anders; Nova,Tamaran,"DC Comics Presents #26 (October, 1980)",DC Comics,Good,Female,Tamaranean,193,71,Green,Auburn,Model,"Formerly Titans Island, New York City; Titans Tower, San Francisco","Formerly R.E.B.E.L.S., Justice League of America, Teen Titans, Outsiders","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/786.jpg
633,Stargirl,63,80,25,90,87,55,400,Courtney Whitmore,,Star-Spangled Kid; Star; Stars,,"Stars and S.T.R.I.P.E. #0 (July, 1999)",DC Comics,Good,Female,Human,165,62,Blue,Blond,,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis",Justice Society of America,"Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg
634,Static,69,8,42,50,90,40,299,Virgil Hawkins,,Sparky; Virg; V; V-Man,"Paris Island, Dakota City","Static #1 (June, 1993)",DC Comics,Good,Male,Mutant,170,63,Brown,Black,Student,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City","Shadow Cabinet, Heroes, Teen Titans","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),",https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg
635,Steel,81,82,53,90,64,64,434,John Henry Irons,,Man of Steel; Henry Johnson,"Washington, D.C.",Adventures of Superman #500 (1993),DC Comics,Good,Male,,201,131,Brown,No Hair,"Weapons designer, former steelworker","Steelworks, Metropolis; formerly Jersey City and Washington D.C.",Reserve member of the Justice League of America,"Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)",https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg
636,Stephanie Powell,69,10,54,10,24,10,177,Stephanie Powell,,,,No Ordinary Family S01E01 (2010),ABC Studios,Good,Female,,0,0,,Blond,Executive Vice President of Research at Global Tech,,,"Jim Powell (husband), Daphne Powell (daughter), JJ Powell (son)",https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg
637,Steppenwolf,94,100,83,100,100,100,577,,,Steppenwulf,,The New Gods #7,DC Comics,Bad,Male,New God,183,91,Red,Black,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg
638,Storm,75,10,47,30,88,75,325,Ororo Munroe,,"Ororo Iqadi T'Challa; Queen Ororo; Ororo Komo Wakandas,White Queen; Weather Witch; Windrider; Goddess; Mistress of the Elements; Princess of N'Dare; High Priestess Windrider; Goddess; Mistress of the Elements; Princess of N'Dare; High Priestess","New York, New York","Giant-Size X-Men #1 (May, 1975)",Marvel Comics,Good,Female,Mutant,180,57,Blue,White,Adventurer,"Xavier Institute, Salem Center, Westchester County, New York State","X-Men (Jean Grey School member, leader); formerly X-Force (Strike Team); Murder Circus (brainwashed), Extinction Team, Avengers[3], Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks","Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)",https://www.superherodb.com/pictures2/portraits/10/100/135.jpg
639,Stormtrooper,10,8,8,15,5,20,66,,,,,Star Wars: Episode IV - A New Hope (1977),George Lucas,Bad,Male,Human,183,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg
640,Sunspot,63,63,35,25,90,70,346,Roberto DaCosta,,Robert DaCosta; Bobby; Black Rook; Black King; Reignfire,"Rio de Janeiro, Brazil","Marvel Graphic Novel #4 (October, 1982)",Marvel Comics,Good,Male,Mutant,173,77,brown,black,"Adventurer, businessman","1128 Mission Street, San Francisco, California","Avengers; formerly X-Men, New Mutants, Young X-Men, X-Corporation (Los Angeles branch), MLF, X-Force, Fallen Angels, Hellfire Club, Bratpack","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/138.jpg
641,Superboy,75,95,83,90,95,60,498,Kon-El / Conner Kent,,Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid; Superman,Project Cadmus cloning facility,"Adventures of Superman #500 (June, 1993)",DC Comics,Good,Male,,170,68,Blue,Black,,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,"Teen Titans, Legion of Super-Heroes, Team Superman; Formerly Young Justice, Project Cadmus, Ravers","Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)",https://www.superherodb.com/pictures2/portraits/10/100/789.jpg
642,Superboy-Prime,94,100,100,100,100,85,579,Kal-El,,Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper,Krypton (Earth-Prime),"DC Comics Presents #87 (November, 1985)",DC Comics,Bad,Male,Kryptonian,180,77,Blue,Black / Blue,,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.","Formerly Black Lantern Corps, Legion of Super-Villains, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg
643,Supergirl,94,100,100,100,100,75,569,Kara Zor-El,,Linda Lang; Kara-El; Kara Kent; Flamebird; Trinity Child; Teen of Tomorrow; The Girl of Steel; The Maid of Might; The Princess of Power; Mighty Maid; Claire Connors; Bluebird,"Argo City, Krypton","Superman/Batman #8 (May, 2004)",DC Comics,Good,Female,Kryptonian,165,54,Blue,Blond,"Intern, Adventurer, Student, Crime-Fighter",Metropolis,"Formerly Justice League of America, Supermen of America, Justice League of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion of Super-Heroes, Outsiders","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/790.jpg
